ubicacion_key,cod_distrito,distrito,localizacion,tipo_via,via,numero,cp
1166,3.0,RETIRO,PASEO. PRADO / PLAZA. LEALTAD,,,5,
1167,20.0,SAN BLAS-CANILLEJAS,CALL. JULIAN CAMARILLO / CALL. CRONOS,,,53B,
1168,20.0,SAN BLAS-CANILLEJAS,CALL. ALCALA / CALL. JOSEFA VALCARCEL,,,634,
1169,10.0,LATINA,"CALL. ESCALONA, 69",,,69,
1170,5.0,CHAMARTÍN,CALL. PRINCIPE DE VERGARA / CALL. MARIA FRANCISCA,,,140,
1171,2.0,ARGANZUELA,"CALL. MENDEZ ALVARO, 66A",,,66A,
1172,4.0,SALAMANCA,PLAZA MARQUES DE SALAMANCA CON JOSE ORTEGA Y GASSET,,,2,
1173,3.0,RETIRO,"AVDA. CIUDAD DE BARCELONA, 110",,,110,
1174,10.0,LATINA,"CALL. TEMBLEQUE, 52",,,52,
1175,15.0,CIUDAD LINEAL,"CALL. ARTURO SORIA, 37",,,37,
1176,7.0,CHAMBERÍ,CALL. CONVENIO / AVDA. SAN DIEGO,,,47,
1177,4.0,SALAMANCA,CALL. PRINCIPE DE VERGARA / CALL. JUAN BRAVO,,,62,
1178,8.0,FUENCARRAL-EL PARDO,"AVDA. VENTISQUERO DE LA CONDESA, 7A",,,7A,
1179,9.0,MONCLOA-ARAVACA,"CALL. ARROYO DE POZUELO, 99",,,99,
1180,13.0,PUENTE DE VALLECAS,CALL. EL BOSCO / CALL. CERAMICA,,,14,
1181,8.0,FUENCARRAL-EL PARDO,CALL. FERMIN CABALLERO / CALL. PINTOR FRANCISCO LLORENS,,,1,
1182,10.0,LATINA,"CALL. RAFAEL FINAT, 117",,,117,
1183,3.0,RETIRO,"CALL. FEDERICO MORENO TORROBA, 1A",,,1A,
1184,14.0,MORATALAZ,CALL. FUENTE CARRANTONA / AUTOV. M-23,,,38G,
1185,1.0,CENTRO,"AUTOV. M-30, 18RT00",,,18RT00,
1186,8.0,FUENCARRAL-EL PARDO,CALL. MONASTERIO DE LAS HUELGAS / AVDA. MONASTERIO DE SILOS,,,21,
1187,16.0,HORTALEZA,CALL. PADRES DOMINICOS / CALL. VICENTE BLASCO IBAÑEZ,,,7,
1188,4.0,SALAMANCA,CALL. ALCALA / IDB. PUENTE DE VENTAS,,,206,
1189,15.0,CIUDAD LINEAL,AUTOV. M-11 / pk 0.200 entrada a madrid,,,0,
1190,10.0,LATINA,"CALL. SAN MANUEL, 1",,,1,
1191,20.0,SAN BLAS-CANILLEJAS,CALL. CAMPEZO / CALL. LAGUARDIA,,,8,
1192,15.0,CIUDAD LINEAL,"AUTOV. M-30, 03XC15",,,03XC15,
1193,1.0,CENTRO,"PASEO. RECOLETOS, 15",,,15,
1194,7.0,CHAMBERÍ,"CALL. SANTA ENGRACIA, 39",,,39,
1195,20.0,SAN BLAS-CANILLEJAS,CALL. SUECIA / CALL. JULIA GARCIA BOUTAN,,,73,
1196,17.0,VILLAVERDE,AVDA. ANDALUCIA / AUTOV. M-40,,,60,
1197,8.0,FUENCARRAL-EL PARDO,CALL. CESAR MANRIQUE / GTA. MARIANO SALVADOR MAELLA,,,15,
1198,15.0,CIUDAD LINEAL,"CALL. ARRIAGA, 15",,,15,
1199,10.0,LATINA,CALL. CARDENAL MENDOZA / CALL. JAIME VERA,,,1,
1200,2.0,ARGANZUELA,PASEO. SANTA MARIA DE LA CABEZA / CDEPM. LA CHOPERA,,,90,
1201,4.0,SALAMANCA,CALL. VELAZQUEZ / CALL. ALCALA,,,2,
1202,4.0,SALAMANCA,"CALL. FERNAN GONZALEZ, 30",,,30,
1203,2.0,ARGANZUELA,TRVA. SAN ISIDORO DE SEVILLA / PASEO. OLMOS,,,15,
1204,2.0,ARGANZUELA,"AUTOV. M-30, 10NL70",,,10NL70,
1205,8.0,FUENCARRAL-EL PARDO,"CALL. CANDIDO MATEOS, 35",,,35,
1206,6.0,TETUÁN,CALL. BASILICA / CALL. AGUSTIN DE BETANCOURT,,,12,
1207,11.0,CARABANCHEL,"CALL. CERILLERAS, 7",,,7,
1208,11.0,CARABANCHEL,CALL. FRAGATA / CALL. ZAIDA,,,24,
1209,7.0,CHAMBERÍ,"PASEO. GENERAL MARTINEZ CAMPOS, 5",,,5,
1210,18.0,VILLA DE VALLECAS,CALL. BARRANCO DEL NOVILLO / CALL. LA PUEBLANUEVA,,,29,
1211,15.0,CIUDAD LINEAL,"CALL. ARTURO SORIA, 93",,,93,
1212,7.0,CHAMBERÍ,"CALL. RODRIGUEZ SAN PEDRO, 31",,,31,
1213,6.0,TETUÁN,PASEO. CASTELLANA / CALL. ROSARIO PINO,,,167,
1214,2.0,ARGANZUELA,"PASEO. SANTA MARIA DE LA CABEZA, 37",,,37,
1215,15.0,CIUDAD LINEAL,"CALL. FRANCISCO LARGO CABALLERO, 10",,,10,
1216,8.0,FUENCARRAL-EL PARDO,AVDA. MONFORTE DE LEMOS / AVDA. BETANZOS,,,44,
1217,7.0,CHAMBERÍ,"CALL. SANTA ENGRACIA, 122",,,122,
1218,13.0,PUENTE DE VALLECAS,"AUTOV. M-30, 10XL00",,,10XL00,
1219,21.0,BARAJAS,GTA. ERMITA DE LA VIRGEN DE LA SOLEDAD / AVDA. LOGROÑO,,,0,
1220,11.0,CARABANCHEL,"CALL. BELZUNEGUI, 15",,,15,
1221,5.0,CHAMARTÍN,"PLAZA. VIRGEN GUADALUPANA, 0",,,0,
1222,5.0,CHAMARTÍN,"AUTOV. M-30 CALZADA 1 PK 31,500 TRANSFER NUDO NORTE HACIA C 1",,,31NC82,
1223,21.0,BARAJAS,"INTER. AEROPUERTO T-4, 0",,,0,
1224,13.0,PUENTE DE VALLECAS,AUTOV. A-3 / CALL. BENJAMIN PALENCIA,,,+00700S,
1225,2.0,ARGANZUELA,"PLAZA. AMANECER EN MENDEZ ALVARO, 2",,,2,
1226,1.0,CENTRO,"CALL. MEJIA LEQUERICA, 7",,,7,
1227,12.0,USERA,CALL. MATILDE GAYO / CALL. MIRASIERRA,,,23,
1228,1.0,CENTRO,CALL. ALBERTO AGUILERA / CALL. VALLEHERMOSO,,,1,
1229,1.0,CENTRO,"CALL. SAN BERNARDO, 73",,,73,
1230,12.0,USERA,CALL. MARCELO USERA / CALL. AMOR HERMOSO,,,56,
1231,5.0,CHAMARTÍN,"PASEO. CASTELLANA, 214",,,214,
1232,9.0,MONCLOA-ARAVACA,"AUTOV. A-6, +01400S",,,+01400S,
1233,11.0,CARABANCHEL,CALL. VIA CARPETANA / CALL. CASTELLFLORITE,,,109,
1234,5.0,CHAMARTÍN,CALL. DOLORES SANCHEZ CARRASCOSA / TRVA. SAN FERNANDO,,,1,
1235,20.0,SAN BLAS-CANILLEJAS,"CALL. AQUITANIA, 7",,,7,
1236,21.0,BARAJAS,CALL. FRANCISCO UMBRAL / ACCESO M-11,,,4,
1237,20.0,SAN BLAS-CANILLEJAS,"AVDA. ARCENTALES, 14",,,14,
1238,16.0,HORTALEZA,CALL. MARIA DE PORTUGAL / AVDA. NICETO ALCALA ZAMORA,,,9,
1239,6.0,TETUÁN,"AVDA. GENERAL PERON, 40",,,40,
1240,8.0,FUENCARRAL-EL PARDO,PORTICO DE LA GLORIA,,,1,
1241,12.0,USERA,AVENIDA DE LOS POBLADOS / CALL. EDUARDO BARREIROS,,,189,
1242,14.0,MORATALAZ,CALL. MARIO CABRE / CALL. OBERON,,,1,
1243,13.0,PUENTE DE VALLECAS,CALL. CONVENIO / AVDA. SAN DIEGO,,,55,
1244,3.0,RETIRO,PASEO. REINA CRISTINA / CALL. JULIAN GAYARRE,,,5,
1245,3.0,RETIRO,"AUTOV. M-30, 10NC45",,,10NC45,
1246,3.0,RETIRO,CALL. DOCTOR ESQUERDO / AVDA. NAZARET,,,96,
1247,11.0,CARABANCHEL,CALL. MATILDE HERNANDEZ / CALL. OCA,,,1,
1248,15.0,CIUDAD LINEAL,"AUTOV. M-30, 02XC90",,,02XC90,
1249,3.0,RETIRO,AVDA. MEDITERRANEO / CALL. ABTAO,,,28,
1250,11.0,CARABANCHEL,"TRVA. PINZON, 9",,,9,
1251,4.0,SALAMANCA,CALL. CASTELLO / CALL. GOYA,,,26,
1252,18.0,VILLA DE VALLECAS,"CALL. LUIS I, 45C",,,45C,
1253,13.0,PUENTE DE VALLECAS,AVDA. ALBUFERA / AVDA. RAFAEL ALBERTI,,,270,
1254,1.0,CENTRO,CALL. ENCOMIENDA / CALL. ESGRIMA,,,1,
1255,17.0,VILLAVERDE,CALL. SAN JENARO / AVDA. GRAN VIA DE VILLAVERDE,,,26,
1256,14.0,MORATALAZ,CALL. ARROYO FONTARRON / CALL. ARROYO FONTARRON,,,305,
1257,4.0,SALAMANCA,CALL. FRANCISCO SILVELA / CALL. MEJICO,,,62,
1258,6.0,TETUÁN,"CALL. VIZCAINOS, 3",,,3,
1259,18.0,VILLA DE VALLECAS,AVDA. GRAN VIA DEL ESTE / AVDA. GRAN VIA DEL ESTE,,,80,
1260,8.0,FUENCARRAL-EL PARDO,CALL. CERRO DEL CASTAÑAR / CALL. LA MASO,,,70,
1261,3.0,RETIRO,CALL. ANTONIO MAURA / CALL. RUIZ DE ALARCON,,,4,
1262,15.0,CIUDAD LINEAL,AVDA. DAROCA / CALL. FRANCISCO LARGO CABALLERO,,,94,
1263,1.0,CENTRO,PLAZA JACINTO BENAVENTE SIN NUMERO,,,1,
1264,2.0,ARGANZUELA,"CALL. MORENO NIETO, 16",,,16,
1265,7.0,CHAMBERÍ,PASEO. CASTELLANA / CALL. MARQUES DEL RISCAL,,,27,
1266,13.0,PUENTE DE VALLECAS,CALL. PUERTO ALTO / CALL. SIERRA DEL CASTILLO,,,37,
1267,15.0,CIUDAD LINEAL,"AUTOV. M-30, 03RE20",,,03RE20,
1268,2.0,ARGANZUELA,"CALL. EMBAJADORES, 158",,,158,
1269,8.0,FUENCARRAL-EL PARDO,CALL. ISLA DE ZANZIBAR / CALL. ISLAS HEBRIDAS,,,18,
1270,12.0,USERA,AVDA. POBLADOS / CALL. CAMINO VIEJO DE VILLAVERDE,,,181,
1271,11.0,CARABANCHEL,"CALL. VIA LUSITANA, 114",,,114,
1272,21.0,BARAJAS,GTA. LUIS BLANCO SOLER / AVDA. ALEJANDRO DE LA SOTA,,,0,
1273,21.0,BARAJAS,CALL. LA BAÑA / AVDA. LOGROÑO,,,2,
1274,15.0,CIUDAD LINEAL,"CALL. ARTURO SORIA, 86",,,86,
1275,4.0,SALAMANCA,"CALL. SERRANO, 88",,,88,
1276,11.0,CARABANCHEL,"CALL. GENERAL RICARDOS, 177",,,177,
1277,19.0,VICÁLVARO,CALL. ALOE VERA / CALL. DIALOGO,,,2,
1278,16.0,HORTALEZA,"CALL. CUEVAS DEL ALMANZORA, 187",,,187,
1279,9.0,MONCLOA-ARAVACA,AVDA. COMPLUTENSE / CALL. JOSE ANTONIO NOVAIS,,,6,
1280,3.0,RETIRO,CALL. ALFONSO XII / CALL. ACADEMIA,,,32,
1281,5.0,CHAMARTÍN,"PASEO. CASTELLANA, 208",,,208,
1282,9.0,MONCLOA-ARAVACA,"CALL. ALMANZORA, 20C",,,20C,
1283,7.0,CHAMBERÍ,PASEO. GENERAL MARTINEZ CAMPOS / CALL. ZURBANO,,,34,
1284,10.0,LATINA,"AVDA. AVIACION, 18",,,18,
1285,16.0,HORTALEZA,AVDA. CARONDELET / RONDA. SOBRADIEL,,,16A,
1286,11.0,CARABANCHEL,"TRVA. IVAN DE VARGAS, 3",,,3,
1287,15.0,CIUDAD LINEAL,CALL. RAMON PATUEL / CALL. SAN MARCELO,,,27,
1288,10.0,LATINA,"CTRA. BOADILLA DEL MONTE, 54",,,54,
1289,15.0,CIUDAD LINEAL,"CALL. ALCALA, 251",,,251,
1290,12.0,USERA,CALL. CERECINOS / CALL. FORNILLOS,,,1,
1291,7.0,CHAMBERÍ,"PASEO. CASTELLANA, 47",,,47,
1292,6.0,TETUÁN,"CALL. BRAVO MURILLO, 158",,,158,
1293,11.0,CARABANCHEL,"AVDA. POBLADOS, 131",,,131,
1294,21.0,BARAJAS,"AVDA. PARTENON, 1",,,1,
1295,13.0,PUENTE DE VALLECAS,"AUTOV. M-30, 09XL30 M-30 C-2 CENTRAL PK 9.300",,,09CT40,
1296,15.0,CIUDAD LINEAL,"AUTOV. M-11, 0",,,0,
1297,6.0,TETUÁN,PASEO. CASTELLANA / CALL. SAN BENITO,,,195,
1298,20.0,SAN BLAS-CANILLEJAS,"AVDA. LUIS ARAGONES, 14",,,14,
1299,5.0,CHAMARTÍN,"M30 CALZADA 1 LATERAL PK 2,800",,,02NL80,
1300,13.0,PUENTE DE VALLECAS,"AUTOV. M-30, 10XL70",,,10XL70,
1301,5.0,CHAMARTÍN,"AUTOV. M-30, 04 RT 00. ENTRADA DE A-2 A CALZADA INTERIOR-LATERAL",,,04RT00,
1302,18.0,VILLA DE VALLECAS,"AVDA. LA GAVIA, 70",,,70,
1303,1.0,CENTRO,CALL. DON FELIPE / PLAZA. SAN ILDEFONSO,,,2,
1304,14.0,MORATALAZ,PLAZA CORREGIDOR ALONSO DE AGUILAR,,,5,
1305,2.0,ARGANZUELA,"CALL. BAÑOS DE MONTEMAYOR, 5",,,5,
1306,11.0,CARABANCHEL,"CALL. AMANECER, 1",,,1,
1307,20.0,SAN BLAS-CANILLEJAS,AVDA. ARCENTALES / AVDA. MARCONI,,,80,
1308,3.0,RETIRO,CALL. COMERCIO / CALL. TELLEZ,,,6,
1309,7.0,CHAMBERÍ,"CALL. HILARION ESLAVA, 21",,,21,
1310,3.0,RETIRO,AVDA. CIUDAD DE BARCELONA / CALL. DOCTOR ESQUERDO,,,184,
1311,6.0,TETUÁN,CALL. COSTA VERDE / CALL. MONTOYA,,,24,
1312,12.0,USERA,PLAZA. ELIPTICA / CALL. VIA,,,1,
1313,7.0,CHAMBERÍ,"AVDA. REINA VICTORIA, 35",,,35,
1314,16.0,HORTALEZA,"CALL. ALICUN, 18",,,18,
1315,2.0,ARGANZUELA,"PLAZA. EMPERADOR CARLOS V, 3",,,3,
1316,21.0,BARAJAS,AVDA. SUR DEL AEROPUERTO DE BARAJAS / CALL. TRESPADERNE,,,2,
1317,6.0,TETUÁN,CALL. PALENCIA / CALL. ORDEN,,,14,
1318,8.0,FUENCARRAL-EL PARDO,AVDA. BETANZOS / CALL. CHANTADA,,,16,
1319,8.0,FUENCARRAL-EL PARDO,"AVDA. MONASTERIO DE EL ESCORIAL, 30",,,30,
1320,18.0,VILLA DE VALLECAS,AVDA. ENSANCHE DE VALLECAS / ENSANCHE DE VALLECAS,,,44,
1321,15.0,CIUDAD LINEAL,CALL. JOSE DEL HIERRO / CALL. ANGEL LARRA,,,54,
1322,11.0,CARABANCHEL,"CALL. PARQUE EUGENIA DE MONTIJO, 18",,,18,
1323,9.0,MONCLOA-ARAVACA,"AVDA. REYES CATOLICOS, 3",,,3,
1324,21.0,BARAJAS,AVDA. LOGROÑO / GTA. ERMITA DE LA VIRGEN DE LA SOLEDAD,,,249,
1325,11.0,CARABANCHEL,"CALL. CALDERILLA, 1",,,1,
1326,12.0,USERA,PLAZA. ELIPTICA / AVDA. OPORTO,,,1,
1327,16.0,HORTALEZA,"CALL. BOJ, 4",,,4,
1328,17.0,VILLAVERDE,"CTRA. ESTACION DE CONTENEDORES, 1",,,1,
1329,9.0,MONCLOA-ARAVACA,"CMNO. ROBLEDAL, 2",,,2,
1330,3.0,RETIRO,"CALL. GRANADA, 19",,,19,
1331,10.0,LATINA,"PASEO. ERMITA DEL SANTO, 17",,,17,
1332,3.0,RETIRO,"AUTOV. M-30, 09NL20",,,09NL20,
1333,15.0,CIUDAD LINEAL,CALL. ARTURO SORIA / CALL. BUESO PINEDA,,,143,
1334,16.0,HORTALEZA,"GTA. RIO URUBAMBA, 0",,,0,
1335,12.0,USERA,"GTA. MALAGA, 11",,,11,
1336,2.0,ARGANZUELA,PLAZA. LEGAZPI / PASEO. DELICIAS,,,1,
1337,14.0,MORATALAZ,"AUTOV. M-30, 03TL99",,,03TL99,
1338,15.0,CIUDAD LINEAL,"AUTOV. M-30, 07XC40",,,07XC40,
1339,10.0,LATINA,CTRA. CARABANCHEL A ARAVACA / CALL. SANCHIDRIAN,,,44,
1340,8.0,FUENCARRAL-EL PARDO,"AUTOV. M-30, CALZADA 2,P.K. 32,200",,,32XC20,
1341,19.0,VICÁLVARO,PLAZA. ALOSNO / CMNO. ANTIGUO VIEJO DE VICALVARO,,,7,
1342,3.0,RETIRO,"AUTOV. M-30, 08NL70",,,08NL70,
1343,9.0,MONCLOA-ARAVACA,"AVDA. MORERAS, 3",,,3,
1344,20.0,SAN BLAS-CANILLEJAS,AVDA. ARCENTALES / AVDA. CANILLEJAS A VICALVARO,,,22,
1345,7.0,CHAMBERÍ,CALL. SANTANDER / CALL. MELQUIADES ALVAREZ,,,1,
1346,5.0,CHAMARTÍN,"CALL. JOAQUIN COSTA, 28",,,28,
1347,13.0,PUENTE DE VALLECAS,AVDA. PALOMERAS / CALL. GUADAIRA,,,133,
1348,12.0,USERA,CALL. SAN FILIBERTO / CALL. MARCELO USERA,,,2,
1349,15.0,CIUDAD LINEAL,"CALL. MISTERIOS, 25",,,25,
1350,6.0,TETUÁN,CALL. CEDROS / CALL. MARTIRES DE LA VENTILLA,,,59,
1351,6.0,TETUÁN,CALL. CAPITAN BLANCO ARGIBAY / PASEO. DIRECCION,,,190,
1352,20.0,SAN BLAS-CANILLEJAS,"CALL. SAN ROMUALDO, 16",,,16,
1353,17.0,VILLAVERDE,AVDA. REAL DE PINTO / CALL. VALLE DE TOBALINA,,,75,
1354,1.0,CENTRO,CALL. ATOCHA / PLAZA. EMPERADOR CARLOS V,,,120,
1355,19.0,VICÁLVARO,CALL. SAN CIPRIANO / CALL. JARDIN DE LA DUQUESA,,,44,
1356,2.0,ARGANZUELA,CALL. RICARDO DAMAS / CALL. NESTARES,,,41,
1357,13.0,PUENTE DE VALLECAS,"CALL. CANDILEJAS, 32",,,32,
1358,17.0,VILLAVERDE,"CALL. VALLE DE TOBALINA, 3",,,3,
1359,5.0,CHAMARTÍN,AVDA. RAMON Y CAJAL / CALL. PADRE CLARET,,,91,
1360,5.0,CHAMARTÍN,"AVDA. RAMON Y CAJAL, 60",,,60,
1361,10.0,LATINA,"PASEO. ERMITA DEL SANTO, 16",,,16,
1362,5.0,CHAMARTÍN,"PASEO. LA HABANA, 196",,,196,
1363,17.0,VILLAVERDE,AVDA. LOS ROSALES / CALL. CONCEPCION DE LA OLIVA,,,62C,
1364,11.0,CARABANCHEL,CALL. CAPITAN DE LA GANDARA / CALL. FERREIRA,,,1,
1365,11.0,CARABANCHEL,"CALL. CAMINO VIEJO DE LEGANES, 141",,,141,
1366,13.0,PUENTE DE VALLECAS,"CALL. JAVIER DE MIGUEL, 26",,,26,
1367,9.0,MONCLOA-ARAVACA,CUSTA. SAN VICENTE / CALL. ARRIAZA,,,20,
1368,11.0,CARABANCHEL,CALL. GENERAL RICARDOS / CALL. EL TOBOSO,,,112,
1369,20.0,SAN BLAS-CANILLEJAS,"CALL. AQUITANIA, 11",,,11,
1370,11.0,CARABANCHEL,"CALL. ABELLA, 3",,,3,
1371,19.0,VICÁLVARO,AVENIDA DE LA DEMOCRACIA 50,,,50,
1372,8.0,FUENCARRAL-EL PARDO,AVDA. SANTO DOMINGO DE LA CALZADA / AVDA. CAMINO DE SANTIAGO,,,1,
1373,2.0,ARGANZUELA,"AUTOV. M-30, TÚNEL BYPASS 11XC98",,,11XC98,
1374,13.0,PUENTE DE VALLECAS,CALL. GARCIA MIRANDA / CALL. MARTINEZ DE LA RIVA,,,12,
1375,1.0,CENTRO,PASEO. RECOLETOS / CALL. ALCALA,,,1,
1376,8.0,FUENCARRAL-EL PARDO,AVDA. CAMINO DE SANTIAGO / CALL. PALAS DE REY,,,25,
1377,17.0,VILLAVERDE,"CALL. VALLE DE TOBALINA, 4",,,4,
1378,13.0,PUENTE DE VALLECAS,AVDA. ALBUFERA / CALL. PUERTO DE CANFRANC,,,55,
1379,10.0,LATINA,"CALL. TEMBLEQUE, 72",,,72,
1380,7.0,CHAMBERÍ,CALL. CARRANZA / GTA. RUIZ JIMENEZ,,,22,
1381,4.0,SALAMANCA,CALL. CONDE DE PEÑALVER / CALL. JUAN BRAVO,,,78,
1382,17.0,VILLAVERDE,CALL. RESINA / CALL. SAN DALMACIO,,,5,
1383,11.0,CARABANCHEL,AVDA. ABRANTES / CALL. FRANCISCO PAINO,,,43,
1384,13.0,PUENTE DE VALLECAS,AVDA. ALBUFERA / AVDA. MIGUEL HERNANDEZ,,,302,
1385,18.0,VILLA DE VALLECAS,"CALL. ALTO DEL RETIRO, 1",,,1,
1386,21.0,BARAJAS,"AVDA. PARTENON, 5",,,5,
1387,15.0,CIUDAD LINEAL,CALL. ALCALA / CALL. HERMANOS DE PABLO,,,369,
1388,8.0,FUENCARRAL-EL PARDO,"AUTOV. M-607, +01300S",,,+01300S,
1389,11.0,CARABANCHEL,CALL. GENERAL RICARDOS / CALL. EL TOBOSO,,,103,
1390,13.0,PUENTE DE VALLECAS,CALL. CARLOS MARTIN ALVAREZ / CALL. SIERRA DE ALQUIFE,,,58,
1391,5.0,CHAMARTÍN,CALL. VICTOR DE LA SERNA / AVDA. RAMON Y CAJAL,,,1,
1392,11.0,CARABANCHEL,"CALL. ANTONIO DE LEYVA, 6",,,6,
1393,14.0,MORATALAZ,"PLAZA. CORREGIDOR SANCHO DE CORDOBA, 1",,,1,
1394,13.0,PUENTE DE VALLECAS,"CALL. MENDEZ ALVARO, 88",,,88,
1395,8.0,FUENCARRAL-EL PARDO,"PASEO. CASTELLANA, 259B",,,259B,
1396,2.0,ARGANZUELA,AVDA. PAZ / METRO. PUENTE DE VALLECAS,,,1100,
1397,15.0,CIUDAD LINEAL,"CALL. ALCALA, 300",,,300,
1398,18.0,VILLA DE VALLECAS,"M-50 KM ,KM 34 VIA SERVICIO",,,+03400E,
1399,18.0,VILLA DE VALLECAS,"LUGAR. CAÑADA REAL, FRENTE AL Nº 120",,,120,
1400,18.0,VILLA DE VALLECAS,"LUGAR. CAÑADA REAL, 0",,,0,
1401,5.0,CHAMARTÍN,"AUTOV. M-30, 31NC70",,,31NC70,
1402,18.0,VILLA DE VALLECAS,AVDA. SANTA EUGENIA / CALL. PUENTELARRA,,,56,
1403,16.0,HORTALEZA,AVDA. ANDES / AVDA. MACHUPICHU,,,11,
1404,12.0,USERA,"CALL. ANTONIO LOPEZ, 253",,,253,
1405,10.0,LATINA,CALL. SAAVEDRA FAJARDO / CALL. CARDENAL MENDOZA,,,30,
1406,4.0,SALAMANCA,CALL. GOYA / CALL. LOMBIA,,,111,
1407,15.0,CIUDAD LINEAL,"CALL. ARTURO SORIA, 36",,,36,
1408,7.0,CHAMBERÍ,CALL. MARIA DE GUZMAN / CALL. ALONSO CANO,,,55,
1409,7.0,CHAMBERÍ,CALL. JOSE ABASCAL / CALL. MODESTO LAFUENTE,,,43,
1410,1.0,CENTRO,"PASEO. PRADO, 48",,,48,
1411,10.0,LATINA,CALL. ATHOS / CALL. CAMPILLO,,,41,
1412,9.0,MONCLOA-ARAVACA,"CALL. FERRAZ, 80",,,80,
1413,4.0,SALAMANCA,"CALL. MARIA DE MOLINA, 20",,,20,
1414,7.0,CHAMBERÍ,"CALL. LUCHANA, 21",,,21,
1415,8.0,FUENCARRAL-EL PARDO,CALL. MANUEL TOVAR / CALL. LABASTIDA,,,27,
1416,11.0,CARABANCHEL,CALL. CIDRO / CALL. DUQUESA DE TAMAMES,,,1,
1417,4.0,SALAMANCA,"CALL. ALCALA, 67",,,67,
1418,13.0,PUENTE DE VALLECAS,AVDA. ALBUFERA / METRO. AVENIDA DE LA PAZ,,,3,
1419,9.0,MONCLOA-ARAVACA,"AUTOV. M-30, 18RA60",,,18RA60,
1420,20.0,SAN BLAS-CANILLEJAS,"CALL. ARCOS DE JALON, 59",,,59,
1421,2.0,ARGANZUELA,PASEO. CHOPERA / PLAZA. LEGAZPI,,,73,
1422,17.0,VILLAVERDE,"AVDA. LABORAL, 10",,,10,
1423,17.0,VILLAVERDE,CTRA. VILLAVERDE A VALLECAS / CALL. EMBAJADORES,,,46L,
1424,9.0,MONCLOA-ARAVACA,AVDA. MEMORIA / AVDA. REYES CATOLICOS,,,1,
1425,9.0,MONCLOA-ARAVACA,"CALL. ANA TERESA, 85B",,,85B,
1426,11.0,CARABANCHEL,CALL. ZAIDA / CALL. FRAGATA,,,17,
1427,19.0,VICÁLVARO,"CALL. EZCARAY, 3",,,3,
1428,14.0,MORATALAZ,"AVDA. MORATALAZ, 135",,,135,
1429,11.0,CARABANCHEL,"CALL. ALBARES DE LA RIBERA, 8",,,8,
1430,1.0,CENTRO,"CALL. ARGUMOSA, 21",,,21,
1431,10.0,LATINA,CALL. SINFONIA / CALL. POEMA SINFONICO,,,30,
1432,11.0,CARABANCHEL,AVDA. PESETA / CALL. MARAVEDI,,,95A,
1433,17.0,VILLAVERDE,"AVDA. REAL DE PINTO, 168",,,168,
1434,2.0,ARGANZUELA,AUTOV. M-30 / CALL. GANDIA,,,1100,
1435,11.0,CARABANCHEL,"CALL. REUS, 13",,,13,
1436,6.0,TETUÁN,CALL. SAN BENITO / CALL. CAÑAVERAL,,,25,
1437,16.0,HORTALEZA,"CALL. MAR CASPIO, 3",,,3,
1438,11.0,CARABANCHEL,"AVDA. NUESTRA SEÑORA DE FATIMA, 67",,,67,
1439,12.0,USERA,CALLE POPULAR MADRILEÑA CON AVDA DE LOS FUEROS,,,20,
1440,9.0,MONCLOA-ARAVACA,CALL. FERRAZ / CALL. LUISA FERNANDA,,,18,
1441,14.0,MORATALAZ,PLAZA. CORREGIDOR CONDE DE MACEDA Y TABOADA / CALL. PICO DE LOS ARTILLEROS,,,0,
1442,6.0,TETUÁN,CALL. SOR ANGELA DE LA CRUZ / PASEO. CASTELLANA,,,2,
1443,12.0,USERA,"AUTOV. A-42, P.K. 5.100",,,+00500E,
1444,7.0,CHAMBERÍ,PASEO. CASTELLANA / CALL. AYALA,,,13,
1445,10.0,LATINA,AVDA. PADRE PIQUER / PLAZA. DANIEL ZUAZO,,,40,
1446,11.0,CARABANCHEL,"CALL. MARIANISTAS, 17",,,17,
1447,3.0,RETIRO,"AUTOV. M-30, 08NC70",,,08NC70,
1448,7.0,CHAMBERÍ,"CALL. ALMAGRO, 5",,,5,
1449,5.0,CHAMARTÍN,"CALL. AGUSTIN DE FOXA, 25",,,25,
1450,10.0,LATINA,AVDA. NUESTRA SEÑORA DE VALVANERA / CALL. LAGUNA,,,158,
1451,20.0,SAN BLAS-CANILLEJAS,CALL. OSIRIS / CALL. DEDALO,,,5,
1452,14.0,MORATALAZ,AVDA. MORATALAZ / AVDA. DOCTOR GARCIA TAPIA,,,199,
1453,20.0,SAN BLAS-CANILLEJAS,"AVDA. FIN DE SEMANA, 1",,,1,
1454,18.0,VILLA DE VALLECAS,CALL. NUESTRA SEÑORA DE LA TORRE / CALL. PUERTO DE ALAZORES,,,4B,
1455,12.0,USERA,"PSRL. SUR DEL PUENTE DE LA PRINCESA, 0",,,0,
1456,6.0,TETUÁN,AVDA. PABLO IGLESIAS / CALL. NUMANCIA,,,80,
1457,6.0,TETUÁN,"CALL. POETA JOAN MARAGALL, 19B",,,19B,
1458,11.0,CARABANCHEL,CALL. VICTOR MANUEL III / CALL. ALEJANDRO SANCHEZ,,,1,
1459,12.0,USERA,"CALL. SAN BASILIO, 19",,,19,
1460,18.0,VILLA DE VALLECAS,"CTRA. VILLAVERDE A VALLECAS, 278",,,278,
1461,14.0,MORATALAZ,CALL. CAMINO DE LOS VINATEROS / CALL. CORREGIDOR DIEGO DE VALDERRABANO,,,3,
