ubicacion_key,cod_distrito,distrito,localizacion,tipo_via,via,numero,cp
863,7.0,CHAMBERÍ,"AVDA. PABLO IGLESIAS, 24",,,24,
864,9.0,MONCLOA-ARAVACA,"CALL. VIÑAS DE EL PARDO, 4",,,4,
865,8.0,FUENCARRAL-EL PARDO,AUTOV. M-607 / AUTOV. M-30,,,+01900E,
866,20.0,SAN BLAS-CANILLEJAS,"CALL. ARCOS DE JALON, 6",,,6,
867,10.0,LATINA,"AUTOV. M-30, 18RN15",,,18RN15,
868,1.0,CENTRO,CALLE DOCTOR CORTEZO,,,18,
869,11.0,CARABANCHEL,CALL. GUADALETE / CALL. ANTONIO DE LEYVA,,,1,
870,7.0,CHAMBERÍ,PLAZA. JUAN ZORRILLA / CALL. BRAVO MURILLO,,,4,
871,8.0,FUENCARRAL-EL PARDO,CALL. PEDRO RICO / CALL. PEDRO RICO,,,1,
872,3.0,RETIRO,"AUTOV. M-30, 07NL90",,,07NL90,
873,15.0,CIUDAD LINEAL,CALL. SAN EMILIO / TRVA. JOSE NORIEGA,,,54,
874,15.0,CIUDAD LINEAL,"CALL. ARTURO SORIA, 307",,,307,
875,18.0,VILLA DE VALLECAS,"AVDA. MEDITERRANEO, 126",,,126,
876,20.0,SAN BLAS-CANILLEJAS,"CALL. AINSA, 26",,,26,
877,12.0,USERA,"CALL. GAINZA, 109",,,109,
878,4.0,SALAMANCA,CALL. PRINCIPE DE VERGARA / CALL. MARIA DE MOLINA,,,94,
879,10.0,LATINA,"PASEO. EXTREMADURA, 172",,,172,
880,15.0,CIUDAD LINEAL,"CALL. POETA BLAS DE OTERO, 42",,,42,
881,18.0,VILLA DE VALLECAS,CALL. REAL DE ARGANDA / CALL. PUERTO DE REINOSA,,,60,
882,15.0,CIUDAD LINEAL,CALL. ARTURO SORIA / CALL. AÑASTRO,,,250,
883,12.0,USERA,"AVDA. RAFAELA YBARRA, 52",,,52,
884,9.0,MONCLOA-ARAVACA,"CALL. FERRAZ, 24",,,24,
885,10.0,LATINA,"CALL. ALHAMBRA, 24",,,24,
886,12.0,USERA,"AVDA. ANDALUCIA, 1",,,1,
887,18.0,VILLA DE VALLECAS,"CALL. PUERTO DE LAS PILAS, 7",,,7,
888,2.0,ARGANZUELA,GTA. SANTA MARIA DE LA CABEZA / PASEO. SANTA MARIA DE LA CABEZA,,,1,
889,4.0,SALAMANCA,CALL. DIEGO DE LEON / CALL. PRINCIPE DE VERGARA,,,50,
890,8.0,FUENCARRAL-EL PARDO,"CALL. FERMIN CABALLERO, 58",,,58,
891,9.0,MONCLOA-ARAVACA,"CALL. ROSALEDA, 2",,,2,
892,6.0,TETUÁN,"CALL. CUEVAS, 29",,,29,
893,4.0,SALAMANCA,PASEO. RECOLETOS / CALL. ARMADA ESPAÑOLA,,,12,
894,5.0,CHAMARTÍN,CALL. BAEZA / CALL. SANTA HORTENSIA,,,1,
895,8.0,FUENCARRAL-EL PARDO,GLORIETA ISAAC RABIN CON VALLE DE MENA,,,0,
896,12.0,USERA,"AVDA. RAFAELA YBARRA, 75",,,75,
897,15.0,CIUDAD LINEAL,"AUTOV. M-30, 06XC23",,,06XC23,
898,9.0,MONCLOA-ARAVACA,"CALL. ANICETO MARINAS, 116",,,116,
899,8.0,FUENCARRAL-EL PARDO,PLAZA. JOSE MOÑINO CONDE DE FLORIDA BLANCA / AVDA. ILUSTRACION,,,0,
900,11.0,CARABANCHEL,CALL. GENERAL RICARDOS / CALL. SALLABERRY,,,55,
901,10.0,LATINA,AVDA. POBLADOS / AVDA. LAS AGUILAS,,,58,
902,20.0,SAN BLAS-CANILLEJAS,"AUTOV. M-40, +00900E",,,+00900E,
903,9.0,MONCLOA-ARAVACA,PASEO. JUAN XXIII / CALL. BEATRIZ DE BOBADILLA,,,13,
904,2.0,ARGANZUELA,PLAZA. EMPERADOR CARLOS V / AVDA. CIUDAD DE BARCELONA,,,3,
905,19.0,VICÁLVARO,CALL. JUGLARES / BULEV. INDALECIO PRIETO,,,14A,
906,15.0,CIUDAD LINEAL,"CALL. ALCALA, 423",,,423,
907,8.0,FUENCARRAL-EL PARDO,CALL. GINZO DE LIMIA / CALL. SINESIO DELGADO,,,26,
908,4.0,SALAMANCA,GTA. EMILIO CASTELAR / PASEO. CASTELLANA,,,0,
909,17.0,VILLAVERDE,AVDA. ANDALUCIA / CALL. UNANIMIDAD,,,60,
910,1.0,CENTRO,"PLAZA. VILLA, 1",,,1,
911,14.0,MORATALAZ,"CALL. ANKARA, 3",,,3,
912,15.0,CIUDAD LINEAL,"CALL. ALCALA, 284",,,284,
913,17.0,VILLAVERDE,CALL. LA PICARA MOLINERA / CALL. EL ASOMBRO DE DAMASCO,,,21,
914,3.0,RETIRO,"AUTOV. M-30, 09NL50",,,09NL50,
915,13.0,PUENTE DE VALLECAS,"AUTOV. A-4, PK 5,200 ENTRANDA",,,+00500E,
916,12.0,USERA,"CALL. ISABELITA USERA, 3",,,3,
917,19.0,VICÁLVARO,CALL. MINERVA / CALL. VILLABLANCA,,,43,
918,9.0,MONCLOA-ARAVACA,AVDA. VALLADOLID / AUTOV. M-500,,,83,
919,4.0,SALAMANCA,"CALL. JORGE JUAN, 54",,,54,
920,3.0,RETIRO,"CALL. FUENTERRABIA, 2",,,2,
921,4.0,SALAMANCA,CALL. JORGE JUAN / CALL. ALCALA,,,64,
922,15.0,CIUDAD LINEAL,"AUTOV. M-30, 04XL60",,,04XL60,
923,4.0,SALAMANCA,AVDA. BRUSELAS / CALL. BREMEN,,,49,
924,21.0,BARAJAS,CALL. BURRIANA / CALL. BASELLA,,,20,
925,8.0,FUENCARRAL-EL PARDO,"AUTOV. M-30, CALZADA EXT. PK 25",,,25XC00,
926,8.0,FUENCARRAL-EL PARDO,"CALL. RAMON GOMEZ DE LA SERNA, 24",,,24,
927,2.0,ARGANZUELA,"CALL. BOLIVAR, 22A",,,22A,
928,9.0,MONCLOA-ARAVACA,AVDA. MEMORIA / PLAZA. CARDENAL CISNEROS,,,4,
929,5.0,CHAMARTÍN,"AUTOV. M-30, CALZADA INTERIOR PK. 0.700",,,00NC70,
930,2.0,ARGANZUELA,"CALL. ARGANDA, 33",,,33,
931,1.0,CENTRO,"CALL. CARRANZA, 11",,,11,
932,9.0,MONCLOA-ARAVACA,"AVDA. MEMORIA, 2",,,2,
933,11.0,CARABANCHEL,CALL. GENERAL RICARDOS / CALL. CAMINO VIEJO DE LEGANES,,,91,
934,7.0,CHAMBERÍ,CALL. MAUDES / CALL. ALONSO CANO,,,48,
935,2.0,ARGANZUELA,CALL. TOLEDO / PASEO. JUAN ANTONIO VALLEJO-NAJERA BOTAS,,,171A,
936,16.0,HORTALEZA,CMNO. HUERTA / CALL. ENRIQUE LAFUENTE FERRARI,,,143A,
937,5.0,CHAMARTÍN,"CALL. LOPEZ DE HOYOS, 168",,,168,
938,5.0,CHAMARTÍN,"AVDA. PIO XII, 77",,,77,
939,20.0,SAN BLAS-CANILLEJAS,"AVENIDA VEINTICINCO DE SEPTIEMBRE / PLAZA DE LAS OLIVAS ,1",,,10,
940,3.0,RETIRO,"AUTOV. M-30, 09NC80",,,09NC80,
941,1.0,CENTRO,"CALL. ARGUMOSA, 16",,,16,
942,6.0,TETUÁN,PASEO. CASTELLANA / CALL. RAIMUNDO FERNANDEZ VILLAVERDE,,,81,
943,17.0,VILLAVERDE,CALL. LA ACEBEDA / CALL. PIÑUECAR,,,2,
944,10.0,LATINA,CALL. SESEÑA / CALL. SESEÑA,,,48,
945,2.0,ARGANZUELA,PASEO. YESERIAS / CALL. NAVES,,,5,
946,14.0,MORATALAZ,CALL. ALCALDE GARRIDO JUARISTI / CALL. ARROYO DE LA MEDIA LEGUA,,,17,
947,18.0,VILLA DE VALLECAS,CALL. CASAS DE MIRAVETE / CMNO. HORMIGUERAS,,,20,
948,13.0,PUENTE DE VALLECAS,CALL. LA CENICIENTA / CALL. MOGAMBO,,,8,
949,20.0,SAN BLAS-CANILLEJAS,"AVDA. CANILLEJAS A VICALVARO, 193",,,193,
950,1.0,CENTRO,CALL. LUNA / CALL. CORREDERA BAJA DE SAN PABLO,,,11,
951,8.0,FUENCARRAL-EL PARDO,CALL. VALLE DE PINARES LLANOS / AVDA. VENTISQUERO DE LA CONDESA,,,4,
952,5.0,CHAMARTÍN,"CALL. SUERO DE QUIÑONES, 21",,,21,
953,15.0,CIUDAD LINEAL,"CALL. LAGO CONSTANZA, 99",,,99,
954,7.0,CHAMBERÍ,CALL. RAIMUNDO FERNANDEZ VILLAVERDE / PASEO. CASTELLANA,,,44,
955,14.0,MORATALAZ,"AVDA. MORATALAZ, 199",,,199,
956,1.0,CENTRO,CALL. CALVARIO / CALL. OLIVAR,,,27,
957,2.0,ARGANZUELA,"PASEO. BAJO DE LA VIRGEN DEL PUERTO, 1",,,1,
958,4.0,SALAMANCA,CALL. JUAN BRAVO / CALL. SERRANO,,,2,
959,14.0,MORATALAZ,"AUTOV. M-23, PK1.8 (SALIDA)",,,0,
960,7.0,CHAMBERÍ,"CALL. GUZMAN EL BUENO, 55",,,55,
961,17.0,VILLAVERDE,"AVDA. ESPINELA, 37",,,37,
962,21.0,BARAJAS,CALL. VIA DE DUBLIN / GTA. EDIMBURGO,,,3,
963,5.0,CHAMARTÍN,CALL. PRINCIPE DE VERGARA / AVDA. RAMON Y CAJAL,,,206,
964,3.0,RETIRO,"AVDA. MEDITERRANEO, 43",,,43,
965,11.0,CARABANCHEL,"CALL. TERCIO, 10",,,10,
966,11.0,CARABANCHEL,"CALL. OCA, 11",,,11,
967,13.0,PUENTE DE VALLECAS,"AVDA. ENTREVIAS, 84",,,84,
968,3.0,RETIRO,"CALL. MAIQUEZ, 5",,,5,
969,8.0,FUENCARRAL-EL PARDO,"AUTOV. M-30, 30NC50",,,30NC50,
970,12.0,USERA,CALL. CUESTA / CALL. ESCUELAS,,,7,
971,21.0,BARAJAS,AUTOV. M-12 / carretera cementerio,,,+00300E,
972,6.0,TETUÁN,"CALL. AVIADOR ZORITA, 12",,,12,
973,20.0,SAN BLAS-CANILLEJAS,"CALL. SOFIA, 195",,,195,
974,13.0,PUENTE DE VALLECAS,CALL. ANDALUCES / CALL. SAN CLAUDIO,,,1,
975,7.0,CHAMBERÍ,CALL. RAIMUNDO FERNANDEZ VILLAVERDE / CALL. PONZANO,,,30,
976,1.0,CENTRO,"CALL. ISABEL LA CATOLICA, 13",,,13,
977,11.0,CARABANCHEL,"CALL. AGUACATE, 30",,,30,
978,5.0,CHAMARTÍN,CALL. JUAN BAUTISTA DE TOLEDO / CALL. CANILLAS,,,14,
979,2.0,ARGANZUELA,CALL. BATALLA DEL SALADO / PASEO. SANTA MARIA DE LA CABEZA,,,1,
980,9.0,MONCLOA-ARAVACA,CMNO. ZARZUELA / CALL. BLANCA DE CASTILLA,,,1,
981,12.0,USERA,"CALL. GABRIEL RUIZ, 2",,,2,
982,5.0,CHAMARTÍN,AVDA. ALFONSO XIII / AVDA. RAMON Y CAJAL,,,50,
983,10.0,LATINA,"AVDA. LAS AGUILAS, 99",,,99,
984,4.0,SALAMANCA,"CALL. FERRER DEL RIO, 15",,,15,
985,4.0,SALAMANCA,CALL. SERRANO / CALL. JORGE JUAN,,,15,
986,13.0,PUENTE DE VALLECAS,CALL. RAMON PEREZ DE AYALA / CALL. RAMON PEREZ DE AYALA,,,82,
987,18.0,VILLA DE VALLECAS,CALL. RAYO VALLECANO DE MADRID / CALL. REAL DE ARGANDA,,,1,
988,13.0,PUENTE DE VALLECAS,AVDA. ALBUFERA / CALL. ROGELIO FOLGUERAS,,,8,
989,18.0,VILLA DE VALLECAS,"AVDA. GRAN VIA DEL SURESTE, 18A",,,18A,
990,4.0,SALAMANCA,"CALL. FRANCISCO SILVELA, 3",,,3,
991,13.0,PUENTE DE VALLECAS,CALL. IMAGEN / CALL. PUERTO DE LA MORCUERA,,,22,
992,20.0,SAN BLAS-CANILLEJAS,CALL. SAN ROMUALDO / CALL. JULIAN CAMARILLO,,,30,
993,12.0,USERA,CALL. ANTONIO SALVADOR / CALL. OLVIDO,,,48,
994,11.0,CARABANCHEL,CALL. MONSEÑOR OSCAR ROMERO / CALL. NAJERA,,,72,
995,16.0,HORTALEZA,CALL. PINTOR ANTONIO SAURA / CALL. PRINCIPE CARLOS,,,3,
996,5.0,CHAMARTÍN,"AVDA. CONCHA ESPINA, 63",,,63,
997,16.0,HORTALEZA,"AVDA. BUCARAMANGA, 6",,,6,
998,1.0,CENTRO,CALL. DOCTOR FOURQUET / CALL. VALENCIA,,,1,
999,12.0,USERA,"CALL. CAMPOTEJAR, 27",,,27,
1000,13.0,PUENTE DE VALLECAS,CALL. CARLOS SOLE / CALL. CARLOS SOLE,,,58,
1001,5.0,CHAMARTÍN,CALL. MARIA DE MOLINA / CALL. FRANCISCO SILVELA,,,5,
1002,20.0,SAN BLAS-CANILLEJAS,"CALL. AINSA, 8",,,8,
1003,20.0,SAN BLAS-CANILLEJAS,CALL. ARACNE / CALL. PIRRA,,,3,
1004,4.0,SALAMANCA,CALL. DUQUE DE SESTO / CALL. MAIQUEZ,,,47,
1005,13.0,PUENTE DE VALLECAS,AVDA. ALBUFERA / CALL. CARLOS SOLE,,,232,
1006,6.0,TETUÁN,"CALL. OLITE, 25",,,25,
1007,5.0,CHAMARTÍN,"PLAZA. LIMA, 0",,,0,
1008,18.0,VILLA DE VALLECAS,"CALL. EJE 3, 0",,,0,
1009,11.0,CARABANCHEL,"CALL. GENERAL RICARDOS, 7",,,7,
1010,9.0,MONCLOA-ARAVACA,PLAZA. CARDENAL CISNEROS / AVDA. JUAN DE HERRERA,,,1,
1011,9.0,MONCLOA-ARAVACA,"AVDA. NUESTRA SEÑORA DE BEGOÑA, 2",,,2,
1012,1.0,CENTRO,CALL. CEDACEROS / CALL. ZORRILLA,,,11,
1013,15.0,CIUDAD LINEAL,C/ ARGENTINA,,,20,
1014,11.0,CARABANCHEL,"CALL. VIA LUSITANA, 52",,,52,
1015,5.0,CHAMARTÍN,"CALL. MADRE DE DIOS, 35",,,35,
1016,13.0,PUENTE DE VALLECAS,"AUTOV. M-30, 10XL99, PK. 10,700",,,10XL99,
1017,5.0,CHAMARTÍN,"PASEO. CASTELLANA, 260",,,260,
1018,20.0,SAN BLAS-CANILLEJAS,CALL. UNO / CALL. ALCALA,,,1,
1019,2.0,ARGANZUELA,PASEO. DELICIAS / CALL. PALOS DE LA FRONTERA,,,45,
1020,9.0,MONCLOA-ARAVACA,C/ PROFESOR MARTIN ALMAGRO BASCH 5 FAROLA 113,,,5,
1021,8.0,FUENCARRAL-EL PARDO,CALL. FERMIN CABALLERO / CALL. ISLA DE TABARCA,,,2,
1022,4.0,SALAMANCA,CALL. GENERAL DIAZ PORLIER / CALL. JOSE ORTEGA Y GASSET,,,53,
1023,16.0,HORTALEZA,"AVDA. INGENIERO EMILIO HERRERA, 5",,,5,
1024,10.0,LATINA,"CALL. VILLAVALIENTE, 27",,,27,
1025,1.0,CENTRO,"CALL. VALVERDE, 30",,,30,
1026,4.0,SALAMANCA,CALL. DOCTOR ESQUERDO / o´donnell,,,53,
1027,20.0,SAN BLAS-CANILLEJAS,"AVDA. CANILLEJAS A VICALVARO, 147",,,147,
1028,1.0,CENTRO,"PLAZA. EMPERADOR CARLOS V, 10",,,10,
1029,2.0,ARGANZUELA,GTA. PIRAMIDES / PASEO. IMPERIAL,,,5,
1030,11.0,CARABANCHEL,CALL. GENERAL RICARDOS / CALL. LOLA MEMBRIVES,,,15,
1031,2.0,ARGANZUELA,CALL. BERNARDINO OBREGON / CALL. JUAN SEBASTIAN ELCANO,,,14,
1032,16.0,HORTALEZA,"AVDA. ANDES, 50",,,50,
1033,8.0,FUENCARRAL-EL PARDO,"AVDA. CARDENAL HERRERA ORIA, 257",,,257,
1034,12.0,USERA,"CALL. TACONERA, 4",,,4,
1035,1.0,CENTRO,"CALL. MIRA EL SOL, 28",,,28,
1036,13.0,PUENTE DE VALLECAS,AVDA. ENTREVIAS / CALL. HERNANDEZ MAS,,,46,
1037,20.0,SAN BLAS-CANILLEJAS,"CALL. VERSALLES, 157A",,,157A,
1038,11.0,CARABANCHEL,CALL VIA LUSITANA-GTA M-40,,,150,
1039,11.0,CARABANCHEL,CALL. PROGRESO / TRVA. ALFREDO ALEIX,,,6,
1040,11.0,CARABANCHEL,GTA. MARQUES DE VADILLO / CALL. GENERAL RICARDOS,,,8,
1041,15.0,CIUDAD LINEAL,CALL. HERNANDEZ IGLESIAS / CALL. ANGEL LARRA,,,1,
1042,1.0,CENTRO,"CALL. PRINCESA, 2",,,2,
1043,11.0,CARABANCHEL,CALL. ZAIDA / CALL. OCA,,,70,
1044,4.0,SALAMANCA,CALL. NUÑEZ DE BALBOA / CALL. GENERAL ORAA,,,107,
1045,6.0,TETUÁN,"PASEO. CASTELLANA, 187",,,187,
1046,6.0,TETUÁN,AVDA. GENERAL PERON / CALL. ORENSE,,,12,
1047,11.0,CARABANCHEL,"CALL. CARLOS DABAN, 24",,,24,
1048,8.0,FUENCARRAL-EL PARDO,"CALL. RAMON GOMEZ DE LA SERNA, 73",,,73,
1049,17.0,VILLAVERDE,CALL. VILLALONSO / CALL. ALCOCER,,,11,
1050,1.0,CENTRO,CALL. MAYOR / CALL. ESPARTEROS,,,4,
1051,2.0,ARGANZUELA,"AUTOV. M-30, 13XC88",,,13XC88,
1052,15.0,CIUDAD LINEAL,CALL. FRANCISCO VILLAESPESA / CALL. EZEQUIEL SOLANA,,,1,
1053,1.0,CENTRO,CALL. CONCEPCION ARENAL / CALL. GRAN VIA,,,1,
1054,2.0,ARGANZUELA,"PASEO. SANTA MARIA DE LA CABEZA, 10",,,10,
1055,1.0,CENTRO,GTA. EMBAJADORES / CALL. EMBAJADORES,,,10,
1056,11.0,CARABANCHEL,"AUTOV. M-30, 16XC26",,,16XC26,
1057,9.0,MONCLOA-ARAVACA,"CALL. ARTAJONA, 24",,,24,
1058,21.0,BARAJAS,"GTA. PRAGA, 0",,,0,
1059,13.0,PUENTE DE VALLECAS,CALL. SANTA MARTA / CALL. MANCO DE LEPANTO,,,13,
1060,2.0,ARGANZUELA,"AUTOV. M-30, 11NL40",,,11NL40,
1061,4.0,SALAMANCA,CALL. ALCALA / CALL. CONDE DE PEÑALVER,,,151,
1062,2.0,ARGANZUELA,CALL. MENDEZ ALVARO / CALL. PEDRO BOSCH,,,64A,
1063,5.0,CHAMARTÍN,CALL. LOPEZ DE HOYOS / AVDA. ALFONSO XIII,,,163,
1064,1.0,CENTRO,"CALL. SALITRE, 14",,,14,
1065,10.0,LATINA,"AVDA. PORTUGAL, 81",,,81,
1066,8.0,FUENCARRAL-EL PARDO,"AUTOV. M-607, +00900E",,,+00900E,
1067,2.0,ARGANZUELA,"PASEO. PONTONES, 4",,,4,
1068,9.0,MONCLOA-ARAVACA,CALL. PRINCESA / intercambiador moncloa,,,98,
1069,6.0,TETUÁN,CALL. SINESIO DELGADO / AVDA. ASTURIAS,,,15,
1070,5.0,CHAMARTÍN,"CALL. LOPEZ DE HOYOS, 182",,,182,
1071,1.0,CENTRO,CALL. SILVA / CALL. ESTRELLA,,,23,
1072,13.0,PUENTE DE VALLECAS,"AUTOV. M-30, 12RJ79",,,12RJ79,
1073,1.0,CENTRO,PASEO. PRADO / PLAZA. CIBELES,,,2,
1074,15.0,CIUDAD LINEAL,"AUTOV. M-30, 02XC00",,,02XC00,
1075,4.0,SALAMANCA,"CALL. ANTONIO TOLEDANO, 4",,,4,
1076,2.0,ARGANZUELA,CALL. BERNARDINO OBREGON / CALL. JUAN SEBASTIAN ELCANO,,,15,
1077,12.0,USERA,AVDA. RAFAELA YBARRA / CALL. PARQUE DE LA PALOMA,,,75,
1078,20.0,SAN BLAS-CANILLEJAS,CALL. JUAN IGNACIO LUCA DE TENA / CALL. ALEGRIA DE ORIA,,,6,
1079,13.0,PUENTE DE VALLECAS,"AVDA. PABLO NERUDA, 3",,,3,
1080,9.0,MONCLOA-ARAVACA,CALL. OFELIA NIETO / CALL. VILLAAMIL,,,75,
1081,17.0,VILLAVERDE,"CALL. LA DEL MANOJO DE ROSAS, 79",,,79,
1082,4.0,SALAMANCA,"AUTOV. M-30, 05NL34",,,05NL34,
1083,20.0,SAN BLAS-CANILLEJAS,CALL. JOSEFA VALCARCEL / CALL. GUTIERREZ CANALES,,,124,
1084,5.0,CHAMARTÍN,"CALL. PADRE DAMIAN, 15",,,15,
1085,8.0,FUENCARRAL-EL PARDO,"CALL. PICO BALAITUS, 44",,,44,
1086,12.0,USERA,"CALL. MARIANO VELA, 55",,,55,
1087,5.0,CHAMARTÍN,CALL. SIL / CALL. LEIZARAN,,,9,
1088,10.0,LATINA,"CALL. LOS YEBENES, 6",,,6,
1089,15.0,CIUDAD LINEAL,"CALL. TORRELAGUNA, 77",,,77,
1090,13.0,PUENTE DE VALLECAS,CALL. PALOMERAS / CALL. SIERRA CARBONERA,,,43,
1091,7.0,CHAMBERÍ,PASEO. CASTELLANA / PLAZA. COLON,,,1,
1092,7.0,CHAMBERÍ,CALL. FUENCARRAL / GTA. QUEVEDO,,,160,
1093,1.0,CENTRO,"CALL. OLIVAR, 36",,,36,
1094,6.0,TETUÁN,"CALL. BRAVO MURILLO, 297",,,297,
1095,20.0,SAN BLAS-CANILLEJAS,PLAZA. ALSACIA / CALL. AQUITANIA,,,1,
1096,11.0,CARABANCHEL,"CALL. VIA CARPETANA, 101",,,101,
1097,9.0,MONCLOA-ARAVACA,"AUTOV. A-6, +00600S PK6600 INCORPORACÍON SINESIO DELGADO",,,+00600S,
1098,5.0,CHAMARTÍN,AVDA. ALBERTO ALCOCER / PASEO. LA HABANA,,,20,
1099,2.0,ARGANZUELA,"AUTOV. M-30, 10NL70 CALZADA INTERIOR PK10.700",,,10NL70,
1100,4.0,SALAMANCA,CALL. VELAZQUEZ / CALL. GOYA,,,33,
1101,15.0,CIUDAD LINEAL,"AVDA. BADAJOZ, 16",,,16,
1102,14.0,MORATALAZ,CALL. ENCOMIENDA DE PALACIOS / CALL. ARROYO FONTARRON,,,1,
1103,15.0,CIUDAD LINEAL,CALL. VITAL AZA / CALL. LUIS RUIZ,,,64,
1104,11.0,CARABANCHEL,CALL. GENERAL RICARDOS / CALL. BLASA PEREZ,,,98,
1105,15.0,CIUDAD LINEAL,"AUTOV. M-30, 32RN08",,,32RN08,
1106,14.0,MORATALAZ,PLAZA. CORREGIDOR SANCHO DE CORDOBA / CALL. ARROYO DE LAS PILILLAS,,,3,
1107,5.0,CHAMARTÍN,"CUSTA. SAGRADO CORAZON, 4",,,4,
1108,10.0,LATINA,CALL. CARLINA / NACIONAL IV,,,10,
1109,3.0,RETIRO,"AVDA. MEDITERRANEO, 30",,,30,
1110,10.0,LATINA,CALLE CLARINETES CON CALLE FLAUTA-,,,21,
1111,10.0,LATINA,AVDA. PORTUGAL / PTA. DANTE - CASA DE CAMPO,,,16,
1112,2.0,ARGANZUELA,PASEO. CHOPERA / PLAZA. LEGAZPI,,,12,
1113,11.0,CARABANCHEL,"CALL. AGUACATE, 18",,,18,
1114,16.0,HORTALEZA,CALL. PRINCIPE CARLOS / CALL. OCTAVIO PAZ,,,17A,
1115,9.0,MONCLOA-ARAVACA,"AVDA. COMPLUTENSE, 40",,,40,
1116,7.0,CHAMBERÍ,"CALL. FERNANDEZ DE LA HOZ, 5",,,5,
1117,5.0,CHAMARTÍN,"PASEO. CASTELLANA, 200",,,200,
1118,16.0,HORTALEZA,"CALL. SILVANO, 3",,,3,
1119,1.0,CENTRO,CALL. BARQUILLO / CALL. SAN MARCOS,,,21,
1120,16.0,HORTALEZA,"CTRA. CANILLAS, 44",,,44,
1121,11.0,CARABANCHEL,"AUTOV. M-30, 14RN05",,,14RN05,
1122,13.0,PUENTE DE VALLECAS,"AUTOV. A-4, SENTIDO ENTRADA PK 4,700",,,+00400E,
1123,18.0,VILLA DE VALLECAS,"GTA. VALDEPERDICES, 0",,,0,
1124,11.0,CARABANCHEL,CALL. VALLE DE ORO / GTA. VALLE DE ORO,,,1,
1125,12.0,USERA,AVDA. ANDALUCIA / AVDA. POBLADOS,,,22,
1126,7.0,CHAMBERÍ,"CALL. AGUSTIN DE BETANCOURT, 7",,,7,
1127,10.0,LATINA,"AVDA. POBLADOS, 70",,,70,
1128,16.0,HORTALEZA,"CALL. LEIRA, 7",,,7,
1129,13.0,PUENTE DE VALLECAS,"CALL. FRANCISCO IGLESIAS, 4",,,4,
1130,12.0,USERA,"CALL. CRISTO DE LA VICTORIA, 82",,,82,
1131,10.0,LATINA,AUTOV. A-5 KM 5.4 SALIDA,,,+00500S,
1132,6.0,TETUÁN,"CALL. NADOR, 23",,,23,
1133,4.0,SALAMANCA,CALL. ALCALA / CALL. FERNANDO GONZALEZ,,,106,
1134,10.0,LATINA,AUTOV. A-5 / POBLADOS,,,+00300E,
1135,6.0,TETUÁN,CALL. BRAVO MURILLO / CALL. CONDE DE SERRALLO,,,375,
1136,10.0,LATINA,CALL. CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN / CALL. CARAMUEL,,,1,
1137,4.0,SALAMANCA,"CALL. FRANCISCO SILVELA, 7",,,7,
1138,10.0,LATINA,"CALL. OCAÑA, 1",,,1,
1139,15.0,CIUDAD LINEAL,"CALL. ARTURO SORIA, 2",,,2,
1140,10.0,LATINA,"CALL. VALMOJADO, 45",,,45,
1141,11.0,CARABANCHEL,"CALL. GENERAL RICARDOS, 23",,,23,
1142,10.0,LATINA,"CALL. VALLE INCLAN, 1",,,1,
1143,7.0,CHAMBERÍ,"CALL. RIOS ROSAS, 41",,,41,
1144,12.0,USERA,AVDA. CORDOBA / C/ Sebastian Gomez,,,8,
1145,10.0,LATINA,AVDA. POBLADOS / PASEO. EXTREMADURA,,,2,
1146,4.0,SALAMANCA,"CALL. PRINCIPE DE VERGARA, 31",,,31,
1147,20.0,SAN BLAS-CANILLEJAS,"CALL. ALCALA, 642",,,642,
1148,3.0,RETIRO,"CALL. PEZ VOLADOR, 30",,,30,
1149,11.0,CARABANCHEL,CALL. VIA LUSITANA / AUTOV. M-40,,,150,
1150,18.0,VILLA DE VALLECAS,"CALL. VALDERREBOLLO, 30",,,30,
1151,7.0,CHAMBERÍ,GTA. PINTOR SOROLLA / CALL. ELOY GONZALO,,,1,
1152,2.0,ARGANZUELA,"AUTOV. M-30, 14RC08",,,14RC08,
1153,6.0,TETUÁN,AVDA. ASTURIAS / CALL. CAÑAVERAL,,,25,
1154,21.0,BARAJAS,AVDA. PARTENON / AVDA. CAPITAL DE ESPAÑA MADRID,,,7,
1155,5.0,CHAMARTÍN,"CALL. JOAQUIN COSTA, 6",,,6,
1156,9.0,MONCLOA-ARAVACA,PASEO. CAMOENS Y VALERO / PASEO. RUPERTO CHAPI,,,4,
1157,7.0,CHAMBERÍ,"CALL. GAZTAMBIDE, 61",,,61,
1158,12.0,USERA,AVDA. RAFAELA YBARRA / CALL. JESUS MONTOYA,,,35,
1159,4.0,SALAMANCA,CALL. PRINCIPE DE VERGARA / CALL. GENERAL ORAA,,,86,
1160,8.0,FUENCARRAL-EL PARDO,AVDA. CAMINO DE SANTIAGO / AVDA. SANTO DOMINGO DE LA CALZADA,,,45A,
1161,15.0,CIUDAD LINEAL,AUTOV. M-11 / AUTOV. M-30,,,0,
1162,6.0,TETUÁN,PLAZA. CASTILLA / CALL. BRAVO MURILLO,,,3,
1163,15.0,CIUDAD LINEAL,"AUTOV. M-30, 07XL00",,,07XL00,
1164,12.0,USERA,"CALL. DOCTOR TOLOSA LATOUR, 16",,,16,
1165,20.0,SAN BLAS-CANILLEJAS,PLAZA. ALSACIA / CALL. HERMANOS GARCIA NOBLEJAS,,,1,
